"Timestamp";"DeviceId";"Value0";"Scale0";"Unit0";"Description0";"User0";"Timestamp0";"ObisId0"
1519878482;"TIP-00078155-03-02";"1107644";1e0;"Wh";"Energy";;0;
1519878601;"TIP-00078107-03-02";"569197";1e0;"Wh";"Energy";;0;
1519878602;"TIP-00078155-03-02";"1107644";1e0;"Wh";"Energy";;0;
1519878720;"TIP-00078107-03-02";"569243";1e0;"Wh";"Energy";;0;
1519878722;"TIP-00078155-03-02";"1107644";1e0;"Wh";"Energy";;0;
1519878840;"TIP-00078107-03-02";"569290";1e0;"Wh";"Energy";;0;
1519878842;"TIP-00078155-03-02";"1107644";1e0;"Wh";"Energy";;0;
1519878961;"TIP-00078107-03-02";"569338";1e0;"Wh";"Energy";;0;
1519878962;"TIP-00078155-03-02";"1107644";1e0;"Wh";"Energy";;0;
1519879080;"TIP-00078107-03-02";"569385";1e0;"Wh";"Energy";;0;
1519879082;"TIP-00078155-03-02";"1107644";1e0;"Wh";"Energy";;0;
1519879200;"TIP-00078107-03-02";"569431";1e0;"Wh";"Energy";;0;
1519879202;"TIP-00078155-03-02";"1107644";1e0;"Wh";"Energy";;0;
1519879320;"TIP-00078107-03-02";"569477";1e0;"Wh";"Energy";;0;
1519879322;"TIP-00078155-03-02";"1107644";1e0;"Wh";"Energy";;0;
1519879440;"TIP-00078107-03-02";"569524";1e0;"Wh";"Energy";;0;
1519879442;"TIP-00078155-03-02";"1107644";1e0;"Wh";"Energy";;0;
1519879561;"TIP-00078107-03-02";"569571";1e0;"Wh";"Energy";;0;
1519879562;"TIP-00078155-03-02";"1107644";1e0;"Wh";"Energy";;0;
1519879680;"TIP-00078107-03-02";"569616";1e0;"Wh";"Energy";;0;
1519879682;"TIP-00078155-03-02";"1107644";1e0;"Wh";"Energy";;0;
1519879800;"TIP-00078107-03-02";"569663";1e0;"Wh";"Energy";;0;
1519879802;"TIP-00078155-03-02";"1107644";1e0;"Wh";"Energy";;0;
1519879920;"TIP-00078107-03-02";"569711";1e0;"Wh";"Energy";;0;
1519879922;"TIP-00078155-03-02";"1107644";1e0;"Wh";"Energy";;0;
1519880041;"TIP-00078107-03-02";"569757";1e0;"Wh";"Energy";;0;
1519880042;"TIP-00078155-03-02";"1107644";1e0;"Wh";"Energy";;0;
1519880160;"TIP-00078107-03-02";"569805";1e0;"Wh";"Energy";;0;
1519880162;"TIP-00078155-03-02";"1107644";1e0;"Wh";"Energy";;0;
1519880280;"TIP-00078107-03-02";"569852";1e0;"Wh";"Energy";;0;
1519880282;"TIP-00078155-03-02";"1107645";1e0;"Wh";"Energy";;0;
1519880401;"TIP-00078107-03-02";"569897";1e0;"Wh";"Energy";;0;
1519880402;"TIP-00078155-03-02";"1107645";1e0;"Wh";"Energy";;0;
1519880515;"TIP-00078107-03-02";"569941";1e0;"Wh";"Energy";;0;
1519880516;"TIP-00078155-03-02";"1107645";1e0;"Wh";"Energy";;0;
1519880521;"TIP-00078107-03-02";"569943";1e0;"Wh";"Energy";;0;
1519880522;"TIP-00078155-03-02";"1107645";1e0;"Wh";"Energy";;0;
1519880640;"TIP-00078107-03-02";"569989";1e0;"Wh";"Energy";;0;
1519880642;"TIP-00078155-03-02";"1107645";1e0;"Wh";"Energy";;0;
1519880760;"TIP-00078107-03-02";"570035";1e0;"Wh";"Energy";;0;
1519880762;"TIP-00078155-03-02";"1107645";1e0;"Wh";"Energy";;0;
1519880881;"TIP-00078107-03-02";"570081";1e0;"Wh";"Energy";;0;
1519880882;"TIP-00078155-03-02";"1107645";1e0;"Wh";"Energy";;0;
1519881000;"TIP-00078107-03-02";"570127";1e0;"Wh";"Energy";;0;
1519881002;"TIP-00078155-03-02";"1107645";1e0;"Wh";"Energy";;0;
1519881121;"TIP-00078107-03-02";"570173";1e0;"Wh";"Energy";;0;
1519881122;"TIP-00078155-03-02";"1107645";1e0;"Wh";"Energy";;0;
1519881240;"TIP-00078107-03-02";"570218";1e0;"Wh";"Energy";;0;
1519881242;"TIP-00078155-03-02";"1107645";1e0;"Wh";"Energy";;0;
1519881361;"TIP-00078107-03-02";"570264";1e0;"Wh";"Energy";;0;
1519881362;"TIP-00078155-03-02";"1107645";1e0;"Wh";"Energy";;0;
1519881481;"TIP-00078107-03-02";"570309";1e0;"Wh";"Energy";;0;
1519881482;"TIP-00078155-03-02";"1107645";1e0;"Wh";"Energy";;0;
1519881600;"TIP-00078107-03-02";"570354";1e0;"Wh";"Energy";;0;
1519881602;"TIP-00078155-03-02";"1107645";1e0;"Wh";"Energy";;0;
1519881720;"TIP-00078107-03-02";"570400";1e0;"Wh";"Energy";;0;
1519881722;"TIP-00078155-03-02";"1107645";1e0;"Wh";"Energy";;0;
1519881840;"TIP-00078107-03-02";"570445";1e0;"Wh";"Energy";;0;
1519881842;"TIP-00078155-03-02";"1107645";1e0;"Wh";"Energy";;0;
1519881961;"TIP-00078107-03-02";"570551";1e0;"Wh";"Energy";;0;
1519881962;"TIP-00078155-03-02";"1107645";1e0;"Wh";"Energy";;0;
1519882081;"TIP-00078107-03-02";"570659";1e0;"Wh";"Energy";;0;
1519882082;"TIP-00078155-03-02";"1107645";1e0;"Wh";"Energy";;0;
1519882200;"TIP-00078107-03-02";"570800";1e0;"Wh";"Energy";;0;
1519882202;"TIP-00078155-03-02";"1107645";1e0;"Wh";"Energy";;0;
1519882320;"TIP-00078107-03-02";"570945";1e0;"Wh";"Energy";;0;
